Return,Volatility,Sharpe Ratio,AAPL weight,JPM weight,KO weight,JNJ weight,XOM weight,BA weight
0.14877327052030279,0.13883470317593558,1.0715856130853159,0.1501765662912233,0.1519650445408844,0.24081822863728786,0.19536766530908065,0.261672495221524,0.0
