Return,Volatility,Sharpe Ratio,AAPL weight,JPM weight,KO weight,JNJ weight,XOM weight,BA weight
0.1137703106544889,0.12730998285362907,0.8936479929095033,0.05626200013118805,0.03548188937832857,0.37792098760086407,0.34904523347582866,0.12912593283940893,0.052163956574381665
