Return,Volatility,Sharpe Ratio,AAPL weight,JPM weight,KO weight,JNJ weight,XOM weight,BA weight
0.11920722056239472,0.12656113291094015,0.9418943859034486,0.056167047874191085,0.09794573726811787,0.34618746072662615,0.3564170759963138,0.11655762066474289,0.0267250574700081
